,age,height_cm,weight_kg,wage_eur,international_reputation,weak_foot,skill_moves,release_clause_eur,nation_jersey_number,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle
1037,22,184,79,55000,1,3,2,4740717.432273263,12.1145648312611,71.0,41.0,55.0,62.0,77.0,67.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,41,44,73,74,36,56,29,31,73,67,67,74,69,77,69,49,78,54,69,31,75,81,32,33,45,75,76,77,79
3032,30,187,78,36000,1,3,3,7400000.0,12.1145648312611,55.0,70.0,73.0,73.0,59.0,70.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,69,66,52,74,71,71,74,78,73,76,53,56,75,72,66,76,53,71,72,75,66,59,67,76,55,70,55,68,49
3637,27,183,70,31000,1,3,3,7300000.0,6.0,74.0,69.0,68.0,73.0,60.0,70.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,54,66,59,72,56,73,63,68,73,73,74,74,76,70,61,78,73,77,71,69,57,55,68,73,71,74,63,63,52
10287,24,196,84,10000,1,3,2,1400000.0,12.1145648312611,32.0,33.0,42.0,38.0,63.0,77.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,28,26,66,54,33,31,41,36,46,51,33,32,30,55,30,49,62,62,86,31,76,60,27,34,42,54,63,65,62
2258,24,179,70,56000,2,2,3,12800000.0,12.1145648312611,78.0,50.0,66.0,75.0,72.0,67.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,76,48,67,72,41,74,67,23,67,75,79,78,77,74,75,59,75,68,64,47,73,71,63,55,42,69,70,74,74
1972,29,172,76,34000,1,4,4,10500000.0,12.1145648312611,73.0,74.0,76.0,76.0,65.0,69.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,81,72,39,75,75,77,78,66,72,76,75,72,71,77,83,76,70,80,60,77,77,68,76,76,72,73,69,68,66
638,27,188,85,76000,1,3,2,26700000.0,4.0,56.0,40.0,52.0,50.0,80.0,79.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,33,31,82,71,24,47,30,34,56,56,53,59,39,77,42,71,73,67,85,34,82,80,27,45,48,74,81,81,75
465,26,167,59,88000,2,3,4,35600000.0,12.1145648312611,77.0,72.0,78.0,85.0,32.0,50.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,74,70,56,80,61,86,76,76,77,85,79,75,84,72,89,76,75,68,39,76,48,27,73,79,73,77,27,36,25
2763,23,176,81,39000,1,4,3,10900000.0,12.1145648312611,78.0,66.0,68.0,78.0,41.0,61.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,66,61,35,73,50,81,65,53,63,75,79,77,79,65,80,77,60,65,62,72,55,48,69,69,63,68,35,45,40
422,22,178,73,84000,2,5,4,43100000.0,11.0,83.0,77.0,70.0,84.0,53.0,76.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,67,77,52,72,75,84,76,58,68,84,88,79,87,81,86,82,66,80,71,74,85,54,82,73,63,84,53,54,44
7690,17,187,65,6000,1,5,3,4400000.0,12.1145648312611,76.0,66.0,61.0,68.0,36.0,59.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,54,67,62,64,61,68,64,65,61,66,76,76,73,65,64,67,63,65,62,65,44,34,68,62,58,68,30,36,30
2177,23,185,82,46000,1,4,2,15800000.0,4.0,63.0,45.0,52.0,59.0,74.0,74.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,46,37,68,61,48,57,39,37,55,59,63,63,64,67,58,65,68,64,77,42,81,71,42,49,52,59,69,82,79
1189,29,185,80,57000,2,3,3,14300000.0,12.1145648312611,67.0,65.0,73.0,76.0,75.0,74.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,79,60,72,76,67,77,64,56,69,79,67,67,66,79,63,76,69,79,69,66,79,78,66,70,62,66,74,76,74
8008,22,177,68,19000,1,3,3,2200000.0,12.1145648312611,75.0,61.0,58.0,72.0,27.0,58.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,58,62,54,62,57,74,64,33,45,71,76,74,72,64,69,67,65,56,60,53,55,24,65,64,55,67,25,23,22
616,25,190,90,77000,2,3,2,27900000.0,4.0,54.0,63.0,71.0,64.0,80.0,84.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,67,52,81,76,51,65,60,74,77,70,52,55,52,77,38,82,78,65,92,72,91,79,53,64,70,77,80,81,82
72,28,175,73,165000,3,4,4,87400000.0,12.1145648312611,82.0,85.0,75.0,86.0,40.0,74.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,68,87,74,81,82,86,74,74,69,86,82,82,85,86,85,86,76,79,73,78,72,42,87,78,84,86,29,42,30
337,23,178,67,82000,1,3,4,51500000.0,12.1145648312611,67.0,76.0,79.0,80.0,71.0,68.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,74,77,50,82,72,80,70,70,79,82,69,65,76,76,75,77,58,76,67,80,65,74,77,83,55,75,72,74,73
542,29,188,84,90000,2,4,2,23100000.0,12.1145648312611,54.0,40.0,59.0,62.0,80.0,78.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,59,33,80,68,42,63,26,18,66,67,54,54,50,75,41,63,81,64,82,34,86,81,21,56,52,69,76,82,84
1631,20,183,76,54000,1,3,3,21000000.0,12.1145648312611,80.0,60.0,71.0,77.0,70.0,77.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,80,52,68,75,44,79,76,44,60,76,78,81,74,76,72,78,83,78,74,64,80,73,70,68,43,76,69,71,67
5313,30,175,75,25000,2,3,3,2700000.0,3.0,68.0,39.0,65.0,69.0,69.0,66.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,64,30,61,68,35,67,69,34,67,71,71,66,70,65,81,46,76,73,62,47,66,66,60,64,44,67,71,71,72
504,27,184,80,94000,2,2,4,28700000.0,24.0,75.0,77.0,79.0,82.0,51.0,72.0,65.42239685658153,63.146365422396855,61.832514734774065,66.39047151277013,37.79862475442043,63.37475442043222,77,74,69,81,77,84,83,80,73,83,76,75,75,77,74,81,63,75,67,82,85,46,79,81,75,78,48,54,44
